hum,windspeed,temp_c,feels_like_c,casual,registered,year,month,day,dayofweek,season_1,season_2,season_3,season_4,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,holiday_0,holiday_1,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3,weathersit_4,total_count
0.53,0.0,0.8367346938775511,0.803,97,697,2012,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,794
0.63,0.15789473684210525,0.7959183673469389,0.7878999999999999,92,503,2012,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,595
0.59,0.15789473684210525,0.7959183673469389,0.7726999999999999,66,388,2012,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,454
0.66,0.15789473684210525,0.7551020408163266,0.7273000000000001,45,283,2012,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,328
0.62,0.10526315789473684,0.7551020408163266,0.7121,56,228,2012,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,284
0.74,0.10526315789473684,0.7346938775510204,0.7121,27,139,2012,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,166
0.84,0.12280701754385964,0.7142857142857143,0.7121,10,43,2012,7,17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,53
0.7,0.0,0.7346938775510204,0.6970000000000001,4,21,2012,7,17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,25
0.7,0.10526315789473684,0.7142857142857143,0.6818,1,6,2012,7,17,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7
0.66,0.0,0.7142857142857143,0.6818,0,3,2012,7,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3
0.62,0.0,0.7142857142857143,0.6818,0,7,2012,7,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7
0.74,0.10526315789473684,0.6734693877551021,0.6364000000000001,7,31,2012,7,17,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,38
0.66,0.12280701754385964,0.7142857142857143,0.6818,16,197,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,213
0.7,0.0,0.7346938775510204,0.6970000000000001,26,500,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,526
0.55,0.0,0.7959183673469389,0.7576,43,618,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,661
0.49,0.2631578947368421,0.8163265306122449,0.7726999999999999,32,288,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,320
0.49,0.22807017543859648,0.8367346938775511,0.7878999999999999,37,122,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,159
0.47,0.0,0.8571428571428572,0.803,60,146,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,206
0.35,0.0,0.8979591836734694,0.8181999999999999,80,174,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,254
0.31,0.22807017543859648,0.9183673469387756,0.8181999999999999,53,168,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,221
0.29,0.2982456140350877,0.9387755102040817,0.8333,54,160,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,214
0.31,0.19298245614035087,0.9183673469387756,0.8181999999999999,57,187,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,244
0.29,0.19298245614035087,0.9183673469387756,0.8181999999999999,64,317,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,381
0.29,0.0,0.9183673469387756,0.8181999999999999,95,675,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,770
0.33,0.22807017543859648,0.8979591836734694,0.803,60,712,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,772
0.35,0.2982456140350877,0.8775510204081632,0.7878999999999999,69,478,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,547
0.34,0.19298245614035087,0.8571428571428572,0.7576,52,375,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,427
0.52,0.15789473684210525,0.8163265306122449,0.7726999999999999,50,283,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,333
0.55,0.2631578947368421,0.7959183673469389,0.7576,29,215,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,244
0.59,0.22807017543859648,0.7755102040816327,0.7424,22,139,2012,7,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,161
0.66,0.19298245614035087,0.7551020408163266,0.7273000000000001,8,45,2012,7,18,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,53
0.66,0.12280701754385964,0.7551020408163266,0.7273000000000001,2,14,2012,7,18,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,16
0.66,0.15789473684210525,0.7346938775510204,0.6970000000000001,3,5,2012,7,18,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8
0.66,0.15789473684210525,0.7346938775510204,0.6970000000000001,2,2,2012,7,18,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4
0.7,0.15789473684210525,0.7142857142857143,0.6818,0,6,2012,7,18,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6
0.7,0.19298245614035087,0.7142857142857143,0.6818,5,41,2012,7,18,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,46
0.7,0.19298245614035087,0.7142857142857143,0.6818,10,152,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,162
0.66,0.19298245614035087,0.7346938775510204,0.6970000000000001,23,472,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,495
0.62,0.12280701754385964,0.7755102040816327,0.7424,55,624,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,679
0.56,0.0,0.8163265306122449,0.7878999999999999,44,253,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,297
0.42,0.22807017543859648,0.8979591836734694,0.8485,39,99,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,138
0.42,0.0,0.8979591836734694,0.8485,47,136,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,183
0.37,0.15789473684210525,0.9183673469387756,0.8636,36,166,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,202
0.33,0.0,0.9387755102040817,0.8485,49,154,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,203
0.38,0.38596491228070173,0.9387755102040817,0.8788,54,116,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,170
0.35,0.42105263157894735,0.9183673469387756,0.8485,42,152,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,194
0.66,0.2982456140350877,0.7346938775510204,0.6970000000000001,34,190,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,224
0.7,0.2982456140350877,0.7346938775510204,0.6970000000000001,35,335,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,370
0.62,0.15789473684210525,0.7551020408163266,0.7121,63,580,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,643
0.62,0.12280701754385964,0.7551020408163266,0.7121,78,438,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,516
0.62,0.10526315789473684,0.7346938775510204,0.6818,56,310,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,366
0.62,0.0,0.7551020408163266,0.7121,53,266,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,319
0.58,0.10526315789473684,0.7551020408163266,0.7121,42,246,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,288
0.58,0.10526315789473684,0.7551020408163266,0.7121,19,112,2012,7,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,131
0.66,0.10526315789473684,0.7346938775510204,0.6970000000000001,16,50,2012,7,19,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,66
0.66,0.10526315789473684,0.7346938775510204,0.6970000000000001,6,19,2012,7,19,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,25
0.7,0.22807017543859648,0.7142857142857143,0.6818,0,7,2012,7,19,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7
0.7,0.12280701754385964,0.7142857142857143,0.6818,1,4,2012,7,19,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
0.7,0.12280701754385964,0.7142857142857143,0.6818,0,8,2012,7,19,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8
0.7,0.12280701754385964,0.7142857142857143,0.6818,5,35,2012,7,19,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,40
0.66,0.15789473684210525,0.7142857142857143,0.6818,8,144,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,152
0.58,0.3333333333333333,0.7346938775510204,0.6818,23,450,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,473
0.58,0.2982456140350877,0.7551020408163266,0.7121,32,625,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,657
0.58,0.3333333333333333,0.7551020408163266,0.7121,36,282,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,318
0.58,0.22807017543859648,0.7551020408163266,0.7121,41,157,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,198
0.55,0.12280701754385964,0.7959183673469389,0.7576,54,162,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,216
0.49,0.3333333333333333,0.8367346938775511,0.7878999999999999,59,215,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,274
0.47,0.15789473684210525,0.8367346938775511,0.7726999999999999,74,180,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,254
0.44,0.10526315789473684,0.8571428571428572,0.7878999999999999,46,151,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,197
0.47,0.10526315789473684,0.8367346938775511,0.7726999999999999,66,226,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,292
0.47,0.10526315789473684,0.8367346938775511,0.7726999999999999,70,288,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,358
0.41,0.0,0.8571428571428572,0.7878999999999999,93,678,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,771
0.41,0.22807017543859648,0.8571428571428572,0.7878999999999999,93,684,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,777
0.44,0.2982456140350877,0.8367346938775511,0.7576,53,480,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,533
0.49,0.19298245614035087,0.8163265306122449,0.7726999999999999,65,440,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,505
0.89,0.2982456140350877,0.6530612244897959,0.5909,38,294,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,332
0.89,0.2982456140350877,0.6530612244897959,0.5909,6,62,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,68
0.89,0.2631578947368421,0.6530612244897959,0.5909,3,62,2012,7,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,65
0.89,0.10526315789473684,0.6530612244897959,0.5909,2,32,2012,7,20,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,34
0.89,0.15789473684210525,0.6530612244897959,0.5909,2,9,2012,7,20,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,11
0.89,0.10526315789473684,0.6530612244897959,0.5909,5,14,2012,7,20,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,19
0.89,0.12280701754385964,0.6530612244897959,0.5909,7,29,2012,7,20,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,36
0.89,0.19298245614035087,0.6530612244897959,0.5909,3,6,2012,7,20,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9
0.89,0.15789473684210525,0.6530612244897959,0.5909,2,40,2012,7,20,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,42
0.89,0.19298245614035087,0.6530612244897959,0.5909,3,123,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,126
0.89,0.22807017543859648,0.6530612244897959,0.5909,14,346,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,360
0.83,0.19298245614035087,0.6734693877551021,0.6364000000000001,39,652,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,691
0.79,0.15789473684210525,0.6938775510204082,0.6667000000000001,45,328,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,373
0.79,0.19298245614035087,0.6938775510204082,0.6667000000000001,51,182,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,233
0.74,0.22807017543859648,0.7142857142857143,0.6970000000000001,51,161,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,212
0.83,0.19298245614035087,0.6734693877551021,0.6364000000000001,41,233,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,274
0.83,0.12280701754385964,0.6734693877551021,0.6364000000000001,20,136,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,156
0.84,0.19298245614035087,0.6938775510204082,0.6667000000000001,53,176,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,229
0.84,0.3508771929824561,0.6938775510204082,0.6667000000000001,47,169,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,216
0.83,0.38596491228070173,0.6734693877551021,0.6364000000000001,70,366,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,436
0.89,0.49122807017543857,0.6530612244897959,0.5909,95,620,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,715
0.78,0.38596491228070173,0.6530612244897959,0.6061000000000001,73,549,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,622
0.83,0.3333333333333333,0.6326530612244897,0.5758000000000001,44,358,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,402
0.83,0.45614035087719296,0.6326530612244897,0.5758000000000001,35,216,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,251
0.83,0.38596491228070173,0.6122448979591837,0.5758000000000001,14,108,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,122
0.83,0.22807017543859648,0.6122448979591837,0.5758000000000001,13,122,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,135
0.83,0.3333333333333333,0.6122448979591837,0.5758000000000001,18,148,2012,7,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,166
0.83,0.3333333333333333,0.6122448979591837,0.5758000000000001,11,92,2012,7,21,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,103
0.83,0.2982456140350877,0.6122448979591837,0.5758000000000001,10,62,2012,7,21,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,72
0.88,0.3333333333333333,0.5918367346938775,0.5455000000000001,5,55,2012,7,21,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,60
0.88,0.2982456140350877,0.5918367346938775,0.5455000000000001,7,18,2012,7,21,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,25
0.88,0.3333333333333333,0.5714285714285715,0.5455000000000001,11,5,2012,7,21,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,16
0.88,0.2982456140350877,0.5714285714285715,0.5455000000000001,7,10,2012,7,21,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,17
0.88,0.2982456140350877,0.5714285714285715,0.5455000000000001,3,12,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15
0.88,0.2982456140350877,0.5714285714285715,0.5455000000000001,8,29,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,37
0.83,0.2982456140350877,0.5714285714285715,0.5455000000000001,18,94,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,112
0.83,0.22807017543859648,0.5714285714285715,0.5455000000000001,32,175,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,207
0.88,0.2982456140350877,0.5714285714285715,0.5455000000000001,49,219,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,268
0.83,0.2982456140350877,0.5918367346938775,0.5606,80,225,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,305
0.83,0.2631578947368421,0.5918367346938775,0.5606,156,301,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,457
0.83,0.19298245614035087,0.5918367346938775,0.5606,106,248,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,354
0.88,0.2982456140350877,0.5918367346938775,0.5455000000000001,121,222,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,343
0.88,0.2982456140350877,0.5918367346938775,0.5455000000000001,148,232,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,380
0.88,0.22807017543859648,0.5918367346938775,0.5455000000000001,130,196,2012,7,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,326
